filename,last_timestamp,min_obs,max_obs
BtSeketulRF,2019-11-06 09:45:00,0.0,7.0
EMPANGANMUDARF,2019-11-06 09:45:00,0.0,13.0
EMPANGANPEDURF,2019-11-06 09:45:00,,
EMPPDGSAGARF,2018-10-14 19:45:00,,
FELCRASEBAPINRF,2018-10-16 15:45:00,,
FeldaToiRF,2019-11-06 09:45:00,,
GUARKEPAYANGPGRF,2020-04-03 18:45:00,0.0,0.0
GUARKEPAYANGRF,2019-05-07 13:15:00,,
GUNUNGRAYARF,2018-03-23 12:45:00,0.0,7.0
GunungJeraiRF,2018-04-19 15:45:00,0.0,7.0
HULUEMPSAGARF,2022-08-29 18:45:00,0.0,32.5
IBSGKULIMPGRF,2020-04-03 19:15:00,0.0,0.0
IBUBEKALANSGKULIMRF,2019-11-14 08:00:00,0.0,0.0
JAMSYEDOMRRF,2019-11-06 09:45:00,,
JENIANGRF,2017-11-23 10:45:00,0.0,0.0
JERAGANRF,2022-08-29 18:45:00,,
JLNSCOTLANDRF,2020-04-03 19:30:00,0.0,0.0
JPSKulimRF,2018-04-19 15:45:00,0.0,12.0
KBSEMANGPGRF,2020-04-03 19:15:00,0.0,0.0
KEPALABATASRF,2018-07-20 03:45:00,,
KGBARURF,2018-10-14 20:45:00,,
KGGJHPTHRF,2019-11-06 09:45:00,,
KGMAWARRF,2022-08-29 18:45:00,,
KGPADANGPASIRRF,2019-11-06 09:45:00,0.0,8.5
KOLAMBERSIHRF,2020-04-03 19:30:00,0.0,8.0
KOLAMTAKUNGANAIRITAMRF,2019-05-07 13:30:00,,
KOLAMTAKUNGANBKTPANCHORRF,2020-04-03 19:45:00,0.0,0.0
KOLBERSIHRF,2019-11-27 19:45:00,0.0,0.0
KOMPLEKPERAIRF,2019-11-14 07:45:00,0.0,0.0
KPEGANGRF,2019-11-06 09:45:00,0.0,5.5
KgChongRF,2019-11-06 09:45:00,0.0,41.5
KgPdgPulaiRF,2019-11-06 09:45:00,0.0,4.0
KomEmpMudaRF,2019-11-06 09:45:00,0.0,25.0
KotaPutraRF,2018-07-20 05:45:00,0.0,31.5
LADANGDUBLINRF,2022-08-29 18:45:00,,
LADANGMALAKOFFRF,2020-04-02 22:45:00,22.0,25.0
LAHARENDINRF,2019-05-07 00:00:00,,
LAHARIKANMATIRF,2020-04-03 19:30:00,0.0,30.0
LDGMALAKOFPGRF,2020-04-03 19:30:00,0.0,43.0
LDVICTORIARF,2020-04-03 19:45:00,0.0,5.0
LEBARRAGERF,2019-05-07 00:15:00,,
LECOMPLEXRF,2019-09-24 19:00:00,1.5,1.5
LORONGBTLANCANGRF,2020-04-03 19:45:00,0.0,0.0
LdgHenrietaRF,2019-11-06 09:45:00,,
MAHANGRF,2019-11-06 09:45:00,,
MerbauPulasRF,2019-11-06 09:45:00,,
NAKARF,2019-11-06 09:45:00,0.0,12.0
PAJAKSONGRF,2020-04-03 19:45:00,0.0,17.0
PDGMATSIRATRF,2022-08-29 18:45:00,0.0,49.0
PEKANSERDANGRF,2022-08-29 18:45:00,0.0,20.0
PERMATANGBINJAIRF,2019-05-07 13:15:00,,
PERMATANGPAKELONGRF,2020-04-03 19:15:00,0.0,1.0
PERMATANGRAWARF,2019-11-14 08:00:00,0.0,0.0
PINTUAIRBAGANAIRITAMRF,2019-05-07 00:00:00,,
PMTBINJAIPGRF,2020-04-03 19:15:00,0.0,6.0
PMTRAWARF,2020-04-03 19:30:00,0.0,97.0
POKOKMACHANGRF,2019-05-07 00:15:00,,
PSTKESIHATANBKTBERAPITRF,2020-04-03 19:45:00,0.0,26.0
PSTPERTANIANCEROKTOKKUNRF,2019-12-22 08:45:00,0.0,0.0
PULAIRF,2019-11-06 09:45:00,,
PayaMadInsonRF,2018-04-19 15:45:00,0.0,0.0
PgTunggaRF,2019-05-07 00:00:00,,
RMHPAMAMPANGJAJARRF,2020-04-03 19:15:00,0.0,2.0
RMHPAMBUMBONG5RF,2019-11-06 09:45:00,,
RMHPAMKUBANGSEMANGRF,2019-11-11 23:45:00,0.0,0.0
RMHPAMPNGTUNGGALRF,2019-11-11 23:45:00,0.0,0.0
RPNGTUNGGALPGRF,2020-04-03 19:15:00,0.0,3.0
RUMAHPAMNIBONGTEBALRF,2019-05-07 00:15:00,,
RUMAHPAMSGRAJARF,2019-11-05 19:45:00,0.0,0.0
SEKKEBLAMDINRF,2018-04-19 15:45:00,0.0,0.5
SGACHEHRF,2020-04-03 19:15:00,0.0,3.0
SGAIRITAMJLNSCOTLANDRF,2020-04-01 12:45:00,0.0,0.0
SGDONDANGRF,2020-01-09 11:00:00,0.0,0.0
SGDURIANBURUNGRF,2019-11-06 09:45:00,,
SGDURIRF,2020-04-03 19:15:00,0.0,47.0
SGJARAKRF,2020-04-03 19:30:00,0.0,77.0
SGJAWIRF,2020-04-03 19:30:00,0.0,9.0
SGJUNJUNGPGRF,2020-04-03 19:15:00,0.0,7.0
SGJUNJUNGRF,2019-05-07 13:30:00,,
SGJURUPGRF,2020-04-03 19:15:00,0.0,15.0
SGJURURF,2019-05-07 00:00:00,,
SGKECILRF,2020-03-10 19:15:00,0.0,0.0
SGKULIMRF,2020-04-03 19:45:00,0.0,17.0
SGMUDABB5PGRF,2020-04-03 19:15:00,0.0,1.0
SGMUDAPNGTGLPGRF,2020-04-03 19:15:00,0.0,3.0
SGPINANGRF,2019-12-26 08:30:00,0.0,0.0
SGSEDIMRF,2019-11-06 09:45:00,0.0,11.5
SGSIMPANG4RF,2020-01-16 15:00:00,0.0,0.0
SGSINTOKRF,2018-07-20 04:45:00,,
SGTEMBUSRF,2019-05-07 00:00:00,,
SKBAKAPINDAHRF,2019-05-07 13:30:00,,
SKGedongRF,2019-11-06 09:45:00,0.0,0.0
SKGulauRF,2019-11-06 09:45:00,0.0,11.5
SKSriPinangRF,2019-11-06 09:45:00,0.0,26.5
SMKParitPanjangRF,2019-11-06 09:45:00,,
STADIUMBATUKAWANRF,2019-05-07 00:15:00,,
STN136RF,2019-10-30 09:15:00,,
STN141RF,2019-10-30 09:15:00,0.0,20.0
STN142RF,2019-10-30 09:15:00,,
STN35RF,2019-10-30 09:00:00,0.0,0.0
STN38RF,2018-04-30 08:00:00,0.0,7.0
STN42RF,2019-01-29 15:00:00,0.0,0.0
STN699RF,2019-04-22 21:15:00,,
SUNGAIARAPGRF,2020-04-03 19:30:00,0.0,3.0
SUNGAIARARF,2019-05-07 13:15:00,,
SUNGAIDURIKERIANRF,2020-04-02 10:45:00,0.0,23.0
SUNGAIPENGKALANMACANGRF,2020-04-03 19:30:00,0.0,8.0
SekBukitTanggaRF,2018-04-19 15:45:00,0.0,0.5
SgKupangRF,2019-11-06 09:45:00,,
SgSariRF,2018-10-16 15:45:00,0.0,9.0
SgSedim2RF,2019-11-06 09:45:00,,
SgSiputRF,2019-11-06 09:45:00,,
SgSokRF,2019-11-06 09:45:00,0.0,16.5
SingkirGentingRF,2018-04-19 15:45:00,0.0,0.0
TALIAIRBSRSGPINANGRF,2020-04-03 17:45:00,0.0,0.0
TERAPRF,2019-11-06 09:45:00,,
TLKBAHANGRF,2020-04-03 19:30:00,0.0,4.0
TanjungPariRF,2018-10-16 15:45:00,0.0,31.0
UluLegongRF,2019-11-06 09:45:00,0.0,22.0
UluPaipRF,2019-11-06 09:45:00,,
WSPJPSSPRF,2018-04-19 15:45:00,,
