filename,last_timestamp,min_obs,max_obs
OyaWaterWorksRF,2022-08-30 08:45:00,0.0,27.5
PADAWANRF,2022-08-30 08:45:00,0.0,18.0
PADUNGANRF,2022-08-30 08:45:00,0.0,19.5
PAKANRF,2022-08-30 08:45:00,0.0,3.0
PALOHRF,2022-08-30 08:45:00,0.0,65.5
PANGTEBANGRF,2022-08-30 08:45:00,0.0,29.0
PERMAIJAYARF,2022-08-30 08:45:00,0.5,0.5
PULAULAKEIRF,2022-08-30 08:45:00,,
PUNANBAHBRF,2022-08-30 08:45:00,0.0,15.0
PaTikRF,2022-08-30 08:45:00,0.0,3.5
PanaiBinionRF,2022-08-30 08:45:00,2.0,2.0
PantuTelemetryRF,2022-08-30 08:45:00,0.0,11.5
PayaSelanyauRF,2022-08-30 08:45:00,,
RAMPANGIRF,2022-08-30 08:45:00,0.0,46.5
RANTAUPANJANGRF,2022-08-30 08:45:00,0.0,25.5
RHABUARF,2022-08-30 08:45:00,,
RHALONGRF,2022-08-30 08:45:00,0.0,101.5
RHANDAURF,2022-08-30 08:45:00,0.0,17.0
RIDANRF,2022-08-30 08:45:00,0.0,25.5
ROBANRF,2022-08-30 08:45:00,0.0,22.0
RenanKemidingRF,2022-08-30 08:45:00,0.0,14.5
RumahBansaRF,2022-08-30 08:45:00,0.0,146.5
RumahGerinaRF,2022-08-30 08:45:00,0.0,0.0
RumahJugahRF,2022-08-30 08:45:00,0.0,34.5
SADONGJAYARF,2022-08-30 08:45:00,0.0,50.5
SAMBOPBRF,2022-08-30 08:45:00,0.0,53.5
SAMBOPRF,2022-08-30 08:45:00,0.0,31.0
SAMUNSAMRF,2022-08-30 08:45:00,0.0,35.0
SARATOKDIDRF,2022-08-30 08:45:00,0.0,26.5
SARIKEIRF,2022-08-30 08:45:00,0.0,16.0
SATOKBRF,2022-08-30 08:45:00,0.0,30.5
SEBAUHRF,2022-08-30 08:45:00,0.0,14.0
SEBUBUTRF,2022-08-30 08:45:00,0.0,58.5
SEJINGKATRF,2022-08-30 08:45:00,,
SELANGAUBRF,2022-08-30 08:45:00,0.0,5.0
SEMATANRF,2022-08-30 08:45:00,0.0,49.5
SERIANRF,2022-08-30 08:45:00,0.0,16.5
SGBIDUTRF,2022-08-30 08:45:00,0.0,36.0
SGMALENGRF,2022-08-30 08:45:00,0.0,22.0
SGMERAHRF,2022-08-30 08:45:00,,
SGNAWANGRF,2022-08-30 08:45:00,0.0,30.5
SGOPARRF,2022-08-30 08:45:00,0.0,36.5
SGPEDIDRF,2022-08-30 08:45:00,0.0,27.5
SGTEKURF,2022-08-30 08:45:00,0.0,21.5
SGTENGAHRF,2021-04-18 10:45:00,,
SIBULAUTRF,2022-08-30 08:45:00,0.0,95.0
SIBUNEWAIRPORTRF,2022-08-30 08:45:00,0.0,97.0
SIMUNJANRF,2022-08-30 08:45:00,0.0,21.0
SINIAWANRF,2022-08-30 08:45:00,0.0,18.5
SIOLRF,2022-08-30 08:45:00,0.0,47.5
SONGRF,2022-08-30 08:45:00,0.0,12.5
SRKMARITIMERF,2022-08-30 08:45:00,0.0,21.0
STABAURF,2022-08-30 08:45:00,0.0,24.0
STAPANGBRF,2022-08-30 08:45:00,0.0,11.5
STN246RF,2016-11-28 13:45:00,0.0,115.0
STN248RF,2019-10-30 09:14:00,0.0,24.0
STN252RF,2019-10-30 09:16:00,0.0,56.0
STN255RF,2019-10-30 09:18:00,,
STN262RF,2019-10-30 09:18:00,0.0,37.0
STN263RF,2019-10-30 09:19:00,0.0,35.0
STN266RF,2019-10-30 08:14:00,0.0,19.0
STN268RF,2019-10-30 09:02:00,0.0,23.0
STN271RF,2019-10-30 08:48:00,0.0,17.0
STN274RF,2019-10-30 08:47:00,,
STN276RF,2019-10-30 08:46:00,0.0,30.0
STN296RF,2019-04-30 10:14:00,0.0,0.0
STN298RF,2019-10-30 08:30:00,0.0,20.0
STN300RF,2019-10-30 08:48:00,0.0,80.0
STN302RF,2019-10-30 08:51:00,0.0,6.0
STN308RF,2019-10-30 09:01:00,0.0,19.0
STN311RF,2019-10-30 09:01:00,0.0,27.0
STN312RF,2019-10-21 16:46:00,2.0,2.0
STN315RF,2019-10-30 08:58:00,0.0,7.0
STN319RF,2019-10-30 08:52:00,0.0,10.0
STN434RF,2019-10-30 08:45:00,0.0,26.0
STN435RF,2019-10-30 08:44:00,0.0,68.0
STN436RF,2019-10-30 08:44:00,0.0,35.0
STN438RF,2019-10-30 08:47:00,0.0,28.0
STN439RF,2016-08-29 12:00:00,0.0,0.0
STN440RF,2016-08-29 12:00:00,0.0,0.0
STN441RF,2019-10-30 08:44:00,0.0,13.0
STN442RF,2019-10-30 08:47:00,0.0,7.0
STN443RF,2019-10-30 08:58:00,0.0,3.0
STN444RF,2019-10-30 08:44:00,0.0,27.0
STUMBINRF,2022-08-30 08:45:00,0.0,24.0
SabalKruinRF,2022-08-30 08:45:00,,
SekuauRF,2022-08-30 08:45:00,0.0,30.0
SemujaNonokRF,2022-08-30 08:45:00,0.0,47.5
SetuanRF,2022-08-30 08:45:00,0.0,25.0
Subis1RF,2022-08-30 08:45:00,0.0,11.5
SundarRF,2022-08-30 08:45:00,0.0,37.5
SungaiArauRF,2022-08-30 08:45:00,4.5,4.5
SungaiBawanRF,2022-08-30 08:45:00,0.0,0.0
SungaiPinangRF,2022-08-30 08:45:00,0.0,19.5
SungaiSibiuRF,2022-08-30 08:45:00,0.0,21.5
SungaiSibutiRF,2022-08-30 08:45:00,0.0,3.0
SungaiSimilajauRF,2022-08-30 08:45:00,,
SungaiTalauRF,2022-08-30 08:45:00,0.0,35.5
TATAUTOWNRF,2022-08-30 08:45:00,0.0,23.0
TEBEDURF,2022-08-30 08:45:00,0.0,70.5
TELOKASSAMRF,2022-08-30 08:45:00,0.0,49.0
TELUKBUINGRF,2022-08-30 08:45:00,,
TEMUDOKRF,2022-08-30 08:45:00,0.0,8.5
TIAURF,2022-08-30 08:45:00,0.0,81.5
TUNOHSCHEMERF,2022-08-30 08:45:00,0.0,77.0
TaminRF,2022-08-30 08:45:00,0.0,13.0
TrusanRF,2022-08-30 08:45:00,0.0,21.0
TubauRF,2022-08-30 08:45:00,0.0,75.5
TusutRF,2022-08-30 08:45:00,0.0,38.0
UKARF,2022-08-30 08:45:00,0.0,32.5
UNAIRF,2022-08-30 08:45:00,0.0,15.0
UPPERSGSTAATRF,2022-08-30 08:45:00,0.0,16.5
URUNRF,2022-08-30 08:45:00,0.0,31.0
UluBatangKayanRF,2022-08-30 08:45:00,0.0,62.5
UluMendalamRF,2021-04-18 10:45:00,,
UluSungaiMerahRF,2021-04-18 10:45:00,,
UluSungaiPelagauRF,2022-08-30 08:45:00,0.0,11.5
UpperSungaiAyatRF,2021-04-18 10:45:00,,
